organism	gem	ec	expressible_in_reference_vocab
K.pneumoniae	iYL1228	1.14.20.7	0
K.pneumoniae	iYL1228	1.14.99.36	0
K.pneumoniae	iYL1228	1.14.99.46	0
K.pneumoniae	iYL1228	1.16.1.3	0
K.pneumoniae	iYL1228	1.16.1.7	0
K.pneumoniae	iYL1228	1.16.1.9	0
K.pneumoniae	iYL1228	1.16.3.2	0
K.pneumoniae	iYL1228	1.17.1.8	0
K.pneumoniae	iYL1228	1.17.1.9	0
K.pneumoniae	iYL1228	1.17.4.2	1
K.pneumoniae	iYL1228	1.17.7.3	0
K.pneumoniae	iYL1228	1.17.7.4	0
K.pneumoniae	iYL1228	1.18.1.1	0
K.pneumoniae	iYL1228	1.18.1.2	1
K.pneumoniae	iYL1228	1.18.1.3	0
K.pneumoniae	iYL1228	1.20.4.1	1
K.pneumoniae	iYL1228	1.21.4.1	0
K.pneumoniae	iYL1228	1.21.98.4	0
K.pneumoniae	iYL1228	2.1.1.14	1
K.pneumoniae	iYL1228	2.1.1.35	0
K.pneumoniae	iYL1228	2.1.1.61	0
K.pneumoniae	iYL1228	2.1.1.63	0
K.pneumoniae	iYL1228	2.1.1.72	0
K.pneumoniae	iYL1228	2.1.1.80	0
K.pneumoniae	iYL1228	2.1.1.114	0
K.pneumoniae	iYL1228	2.1.1.148	1
K.pneumoniae	iYL1228	2.1.1.192	0
K.pneumoniae	iYL1228	2.1.1.195	1
K.pneumoniae	iYL1228	2.1.1.228	0
K.pneumoniae	iYL1228	2.1.1.266	0
K.pneumoniae	iYL1228	2.1.1.271	1
K.pneumoniae	iYL1228	2.1.1.280	0
K.pneumoniae	iYL1228	2.1.1.289	0
K.pneumoniae	iYL1228	2.1.1.320	0
K.pneumoniae	iYL1228	2.1.1.334	0
K.pneumoniae	iYL1228	2.1.1.346	0
K.pneumoniae	iYL1228	2.1.1.348	0
K.pneumoniae	iYL1228	2.1.3.1	0
K.pneumoniae	iYL1228	2.1.3.10	0
K.pneumoniae	iYL1228	2.2.1.3	0
K.pneumoniae	iYL1228	2.2.1.9	1
K.pneumoniae	iYL1228	2.3.1.11	0
K.pneumoniae	iYL1228	2.3.1.20	0
K.pneumoniae	iYL1228	2.3.1.31	1
K.pneumoniae	iYL1228	2.3.1.48	0
K.pneumoniae	iYL1228	2.3.1.74	0
K.pneumoniae	iYL1228	2.3.1.89	1
K.pneumoniae	iYL1228	2.3.1.102	0
K.pneumoniae	iYL1228	2.3.1.118	0
K.pneumoniae	iYL1228	2.3.1.155	1
K.pneumoniae	iYL1228	2.3.1.169	0
K.pneumoniae	iYL1228	2.3.1.170	0
K.pneumoniae	iYL1228	2.3.1.181	0
K.pneumoniae	iYL1228	2.3.1.183	0
K.pneumoniae	iYL1228	2.3.1.184	0
K.pneumoniae	iYL1228	2.3.1.189	0
K.pneumoniae	iYL1228	2.3.1.190	0
K.pneumoniae	iYL1228	2.3.1.193	0
K.pneumoniae	iYL1228	2.3.1.199	0
K.pneumoniae	iYL1228	2.3.1.225	0
K.pneumoniae	iYL1228	2.3.1.234	0
K.pneumoniae	iYL1228	2.3.1.242	0
K.pneumoniae	iYL1228	2.3.1.245	0
K.pneumoniae	iYL1228	2.3.1.269	0
K.pneumoniae	iYL1228	2.3.2.2	1
K.pneumoniae	iYL1228	2.3.2.3	0
K.pneumoniae	iYL1228	2.3.2.13	0
K.pneumoniae	iYL1228	2.3.2.27	0
K.pneumoniae	iYL1228	2.3.2.31	0
K.pneumoniae	iYL1228	2.4.1.2	0
K.pneumoniae	iYL1228	2.4.1.8	1
K.pneumoniae	iYL1228	2.4.1.17	0
K.pneumoniae	iYL1228	2.4.1.54	0
K.pneumoniae	iYL1228	2.4.1.63	0
K.pneumoniae	iYL1228	2.4.1.100	0
K.pneumoniae	iYL1228	2.4.1.109	0
K.pneumoniae	iYL1228	2.4.1.119	0
K.pneumoniae	iYL1228	2.4.1.162	0
K.pneumoniae	iYL1228	2.4.1.198	0
K.pneumoniae	iYL1228	2.4.1.212	0
K.pneumoniae	iYL1228	2.4.1.214	0
K.pneumoniae	iYL1228	2.4.1.221	0
K.pneumoniae	iYL1228	2.4.1.246	0
K.pneumoniae	iYL1228	2.4.1.250	0
K.pneumoniae	iYL1228	2.4.1.289	0
K.pneumoniae	iYL1228	2.4.1.292	0
K.pneumoniae	iYL1228	2.4.1.345	0
K.pneumoniae	iYL1228	2.4.2.5	0
K.pneumoniae	iYL1228	2.4.2.6	0
K.pneumoniae	iYL1228	2.4.2.11	1
K.pneumoniae	iYL1228	2.4.2.23	0
K.pneumoniae	iYL1228	2.4.2.29	0
K.pneumoniae	iYL1228	2.4.2.31	0
K.pneumoniae	iYL1228	2.4.2.43	0
K.pneumoniae	iYL1228	2.4.2.53	0
K.pneumoniae	iYL1228	2.4.99.18	0
K.pneumoniae	iYL1228	2.5.1.2	0
K.pneumoniae	iYL1228	2.5.1.18	0
K.pneumoniae	iYL1228	2.5.1.21	1
K.pneumoniae	iYL1228	2.5.1.22	1
K.pneumoniae	iYL1228	2.5.1.25	0
K.pneumoniae	iYL1228	2.5.1.29	1
K.pneumoniae	iYL1228	2.5.1.30	0
K.pneumoniae	iYL1228	2.5.1.32	0
K.pneumoniae	iYL1228	2.5.1.49	1
K.pneumoniae	iYL1228	2.5.1.64	1
K.pneumoniae	iYL1228	2.5.1.87	0
K.pneumoniae	iYL1228	2.5.1.96	1
K.pneumoniae	iYL1228	2.5.1.99	0
K.pneumoniae	iYL1228	2.5.1.103	1
K.pneumoniae	iYL1228	2.5.1.108	0
K.pneumoniae	iYL1228	2.5.1.144	0
K.pneumoniae	iYL1228	2.6.1.3	1
K.pneumoniae	iYL1228	2.6.1.13	1
K.pneumoniae	iYL1228	2.6.1.21	1
K.pneumoniae	iYL1228	2.6.1.23	0
K.pneumoniae	iYL1228	2.6.1.33	0
K.pneumoniae	iYL1228	2.6.1.37	1
K.pneumoniae	iYL1228	2.6.1.39	1
K.pneumoniae	iYL1228	2.6.1.51	0
K.pneumoniae	iYL1228	2.6.1.55	0
K.pneumoniae	iYL1228	2.6.1.58	0
K.pneumoniae	iYL1228	2.6.1.69	0
K.pneumoniae	iYL1228	2.6.1.77	0
K.pneumoniae	iYL1228	2.6.1.78	0
K.pneumoniae	iYL1228	2.6.1.83	0
K.pneumoniae	iYL1228	2.6.1.88	0
K.pneumoniae	iYL1228	2.6.1.92	0
K.pneumoniae	iYL1228	2.6.1.96	0
K.pneumoniae	iYL1228	2.6.1.113	0
K.pneumoniae	iYL1228	2.6.99.2	0
K.pneumoniae	iYL1228	2.7.1.19	0
K.pneumoniae	iYL1228	2.7.1.22	1
K.pneumoniae	iYL1228	2.7.1.34	1
K.pneumoniae	iYL1228	2.7.1.60	1
K.pneumoniae	iYL1228	2.7.1.68	0
K.pneumoniae	iYL1228	2.7.1.85	0
K.pneumoniae	iYL1228	2.7.1.108	0
K.pneumoniae	iYL1228	2.7.1.167	0
K.pneumoniae	iYL1228	2.7.1.170	0
K.pneumoniae	iYL1228	2.7.1.173	0
K.pneumoniae	iYL1228	2.7.1.177	1
K.pneumoniae	iYL1228	2.7.1.189	0
K.pneumoniae	iYL1228	2.7.1.191	0
K.pneumoniae	iYL1228	2.7.1.197	0
K.pneumoniae	iYL1228	2.7.1.199	0
K.pneumoniae	iYL1228	2.7.1.201	0
K.pneumoniae	iYL1228	2.7.1.205	0
K.pneumoniae	iYL1228	2.7.2.2	1
K.pneumoniae	iYL1228	2.7.3.9	0
K.pneumoniae	iYL1228	2.7.4.1	0
K.pneumoniae	iYL1228	2.7.4.27	0
K.pneumoniae	iYL1228	2.7.4.28	0
K.pneumoniae	iYL1228	2.7.7.13	1
K.pneumoniae	iYL1228	2.7.7.42	0
K.pneumoniae	iYL1228	2.7.7.43	0
K.pneumoniae	iYL1228	2.7.7.65	0
K.pneumoniae	iYL1228	2.7.7.73	0
K.pneumoniae	iYL1228	2.7.7.75	1
K.pneumoniae	iYL1228	2.7.7.80	0
K.pneumoniae	iYL1228	2.7.7.87	0
K.pneumoniae	iYL1228	2.7.7.89	0
K.pneumoniae	iYL1228	2.7.8.6	0
K.pneumoniae	iYL1228	2.7.8.11	0
K.pneumoniae	iYL1228	2.7.8.21	0
K.pneumoniae	iYL1228	2.7.8.23	0
K.pneumoniae	iYL1228	2.7.8.25	0
K.pneumoniae	iYL1228	2.7.8.30	0
K.pneumoniae	iYL1228	2.7.8.31	0
K.pneumoniae	iYL1228	2.7.8.33	0
K.pneumoniae	iYL1228	2.7.8.35	0
K.pneumoniae	iYL1228	2.7.8.37	0
K.pneumoniae	iYL1228	2.7.8.42	0
K.pneumoniae	iYL1228	2.7.10.1	0
K.pneumoniae	iYL1228	2.7.10.2	0
K.pneumoniae	iYL1228	2.7.11.1	0
K.pneumoniae	iYL1228	2.7.11.12	0
K.pneumoniae	iYL1228	2.7.11.13	0
K.pneumoniae	iYL1228	2.7.11.17	0
K.pneumoniae	iYL1228	2.7.11.21	0
K.pneumoniae	iYL1228	2.7.11.22	0
K.pneumoniae	iYL1228	2.7.11.33	0
K.pneumoniae	iYL1228	2.7.12.1	0
K.pneumoniae	iYL1228	2.7.12.2	0
K.pneumoniae	iYL1228	2.7.13.2	0
K.pneumoniae	iYL1228	2.7.13.3	0
K.pneumoniae	iYL1228	2.8.1.7	0
K.pneumoniae	iYL1228	2.8.1.8	0
K.pneumoniae	iYL1228	2.8.1.10	0
K.pneumoniae	iYL1228	2.8.2.22	0
K.pneumoniae	iYL1228	2.8.3.5	1
K.pneumoniae	iYL1228	2.8.3.9	1
K.pneumoniae	iYL1228	2.8.3.10	0
K.pneumoniae	iYL1228	2.10.1.1	0
K.pneumoniae	iYL1228	3.1.1.1	0
K.pneumoniae	iYL1228	3.1.1.2	0
K.pneumoniae	iYL1228	3.1.1.3	0
K.pneumoniae	iYL1228	3.1.1.11	0
K.pneumoniae	iYL1228	3.1.1.15	0
K.pneumoniae	iYL1228	3.1.1.17	0
K.pneumoniae	iYL1228	3.1.1.21	0
K.pneumoniae	iYL1228	3.1.1.23	0
K.pneumoniae	iYL1228	3.1.1.25	0
K.pneumoniae	iYL1228	3.1.1.29	0
K.pneumoniae	iYL1228	3.1.1.34	0
K.pneumoniae	iYL1228	3.1.1.45	0
K.pneumoniae	iYL1228	3.1.1.47	0
K.pneumoniae	iYL1228	3.1.1.61	0
K.pneumoniae	iYL1228	3.1.1.77	0
K.pneumoniae	iYL1228	3.1.1.79	0
K.pneumoniae	iYL1228	3.1.1.84	0
K.pneumoniae	iYL1228	3.1.1.99	0
K.pneumoniae	iYL1228	3.1.2.18	0
K.pneumoniae	iYL1228	3.1.2.19	0
K.pneumoniae	iYL1228	3.1.2.20	0
K.pneumoniae	iYL1228	3.1.2.28	0
K.pneumoniae	iYL1228	3.1.3.1	1
K.pneumoniae	iYL1228	3.1.3.8	0
K.pneumoniae	iYL1228	3.1.3.16	0
K.pneumoniae	iYL1228	3.1.3.26	0
K.pneumoniae	iYL1228	3.1.3.37	1
K.pneumoniae	iYL1228	3.1.3.41	0
K.pneumoniae	iYL1228	3.1.3.48	0
K.pneumoniae	iYL1228	3.1.3.62	0
K.pneumoniae	iYL1228	3.1.3.68	1
K.pneumoniae	iYL1228	3.1.3.82	0
K.pneumoniae	iYL1228	3.1.3.90	0
K.pneumoniae	iYL1228	3.1.3.100	0
K.pneumoniae	iYL1228	3.1.3.102	1
K.pneumoniae	iYL1228	3.1.4.3	0
K.pneumoniae	iYL1228	3.1.4.4	0
K.pneumoniae	iYL1228	3.1.4.14	1
K.pneumoniae	iYL1228	3.1.4.35	1
K.pneumoniae	iYL1228	3.1.4.52	0
K.pneumoniae	iYL1228	3.1.4.55	0
K.pneumoniae	iYL1228	3.1.6.1	0
K.pneumoniae	iYL1228	3.1.6.2	0
K.pneumoniae	iYL1228	3.1.6.6	1
K.pneumoniae	iYL1228	3.1.6.8	0
K.pneumoniae	iYL1228	3.1.8.1	0
K.pneumoniae	iYL1228	3.1.21.7	0
K.pneumoniae	iYL1228	3.2.1.1	1
K.pneumoniae	iYL1228	3.2.1.4	0
K.pneumoniae	iYL1228	3.2.1.10	1
K.pneumoniae	iYL1228	3.2.1.14	0
K.pneumoniae	iYL1228	3.2.1.17	0
K.pneumoniae	iYL1228	3.2.1.18	0
K.pneumoniae	iYL1228	3.2.1.21	1
K.pneumoniae	iYL1228	3.2.1.47	0
K.pneumoniae	iYL1228	3.2.1.48	1
K.pneumoniae	iYL1228	3.2.1.52	1
K.pneumoniae	iYL1228	3.2.1.91	0
K.pneumoniae	iYL1228	3.2.1.165	0
K.pneumoniae	iYL1228	3.2.1.169	0
K.pneumoniae	iYL1228	3.2.1.172	0
K.pneumoniae	iYL1228	3.2.1.177	0
K.pneumoniae	iYL1228	3.2.1.182	0
K.pneumoniae	iYL1228	3.2.1.183	1
K.pneumoniae	iYL1228	3.2.2.24	0
K.pneumoniae	iYL1228	3.2.2.27	0
K.pneumoniae	iYL1228	3.2.2.31	0
K.pneumoniae	iYL1228	3.4.11.4	0
K.pneumoniae	iYL1228	3.4.11.5	0
K.pneumoniae	iYL1228	3.4.13.4	0
K.pneumoniae	iYL1228	3.4.13.5	0
K.pneumoniae	iYL1228	3.4.13.9	0
K.pneumoniae	iYL1228	3.4.13.19	0
K.pneumoniae	iYL1228	3.4.13.20	0
K.pneumoniae	iYL1228	3.4.13.22	1
K.pneumoniae	iYL1228	3.4.17.13	1
K.pneumoniae	iYL1228	3.4.17.14	0
K.pneumoniae	iYL1228	3.4.19.3	0
K.pneumoniae	iYL1228	3.4.19.5	0
K.pneumoniae	iYL1228	3.4.19.12	0
K.pneumoniae	iYL1228	3.4.19.14	0
K.pneumoniae	iYL1228	3.4.19.15	0
K.pneumoniae	iYL1228	3.4.21.10	0
K.pneumoniae	iYL1228	3.4.21.12	0
K.pneumoniae	iYL1228	3.4.21.19	0
K.pneumoniae	iYL1228	3.4.21.20	0
K.pneumoniae	iYL1228	3.4.21.25	0
K.pneumoniae	iYL1228	3.4.21.26	0
K.pneumoniae	iYL1228	3.4.21.34	0
K.pneumoniae	iYL1228	3.4.21.35	0
K.pneumoniae	iYL1228	3.4.21.36	0
K.pneumoniae	iYL1228	3.4.21.37	0
K.pneumoniae	iYL1228	3.4.21.39	0
K.pneumoniae	iYL1228	3.4.21.48	0
K.pneumoniae	iYL1228	3.4.21.49	0
K.pneumoniae	iYL1228	3.4.21.50	0
K.pneumoniae	iYL1228	3.4.21.53	0
K.pneumoniae	iYL1228	3.4.21.57	0
K.pneumoniae	iYL1228	3.4.21.59	0
K.pneumoniae	iYL1228	3.4.21.61	0
K.pneumoniae	iYL1228	3.4.21.62	0
K.pneumoniae	iYL1228	3.4.21.63	0
K.pneumoniae	iYL1228	3.4.21.64	0
K.pneumoniae	iYL1228	3.4.21.65	0
K.pneumoniae	iYL1228	3.4.21.66	0
K.pneumoniae	iYL1228	3.4.21.67	0
K.pneumoniae	iYL1228	3.4.21.70	0
K.pneumoniae	iYL1228	3.4.21.71	0
K.pneumoniae	iYL1228	3.4.21.76	0
K.pneumoniae	iYL1228	3.4.21.78	0
K.pneumoniae	iYL1228	3.4.21.79	0
K.pneumoniae	iYL1228	3.4.21.80	0
K.pneumoniae	iYL1228	3.4.21.81	0
K.pneumoniae	iYL1228	3.4.21.82	0
K.pneumoniae	iYL1228	3.4.21.90	0
K.pneumoniae	iYL1228	3.4.21.91	0
K.pneumoniae	iYL1228	3.4.21.92	0
K.pneumoniae	iYL1228	3.4.21.93	0
K.pneumoniae	iYL1228	3.4.21.94	0
K.pneumoniae	iYL1228	3.4.21.96	0
K.pneumoniae	iYL1228	3.4.21.97	0
K.pneumoniae	iYL1228	3.4.21.99	0
K.pneumoniae	iYL1228	3.4.21.100	0
K.pneumoniae	iYL1228	3.4.21.102	0
K.pneumoniae	iYL1228	3.4.21.103	0
K.pneumoniae	iYL1228	3.4.21.106	0
K.pneumoniae	iYL1228	3.4.21.107	0
K.pneumoniae	iYL1228	3.4.21.108	0
K.pneumoniae	iYL1228	3.4.21.109	0
K.pneumoniae	iYL1228	3.4.21.112	0
K.pneumoniae	iYL1228	3.4.21.117	0
K.pneumoniae	iYL1228	3.4.21.118	0
K.pneumoniae	iYL1228	3.4.22.1	0
K.pneumoniae	iYL1228	3.4.22.2	0
K.pneumoniae	iYL1228	3.4.22.3	0
K.pneumoniae	iYL1228	3.4.22.6	0
K.pneumoniae	iYL1228	3.4.22.7	0
K.pneumoniae	iYL1228	3.4.22.8	0
K.pneumoniae	iYL1228	3.4.22.10	0
K.pneumoniae	iYL1228	3.4.22.15	0
K.pneumoniae	iYL1228	3.4.22.16	0
K.pneumoniae	iYL1228	3.4.22.27	0
K.pneumoniae	iYL1228	3.4.22.30	0
K.pneumoniae	iYL1228	3.4.22.31	0
K.pneumoniae	iYL1228	3.4.22.32	0
K.pneumoniae	iYL1228	3.4.22.33	0
K.pneumoniae	iYL1228	3.4.22.34	0
K.pneumoniae	iYL1228	3.4.22.35	0
K.pneumoniae	iYL1228	3.4.22.37	0
K.pneumoniae	iYL1228	3.4.22.38	0
K.pneumoniae	iYL1228	3.4.22.39	0
K.pneumoniae	iYL1228	3.4.22.41	0
K.pneumoniae	iYL1228	3.4.22.42	0
K.pneumoniae	iYL1228	3.4.22.43	0
K.pneumoniae	iYL1228	3.4.22.44	0
K.pneumoniae	iYL1228	3.4.22.46	0
K.pneumoniae	iYL1228	3.4.22.48	0
K.pneumoniae	iYL1228	3.4.22.50	0
K.pneumoniae	iYL1228	3.4.22.51	0
K.pneumoniae	iYL1228	3.4.22.67	0
K.pneumoniae	iYL1228	3.4.23.1	0
K.pneumoniae	iYL1228	3.4.23.2	0
K.pneumoniae	iYL1228	3.4.23.3	0
K.pneumoniae	iYL1228	3.4.23.5	0
K.pneumoniae	iYL1228	3.4.23.12	0
K.pneumoniae	iYL1228	3.4.23.16	0
K.pneumoniae	iYL1228	3.4.23.18	0
K.pneumoniae	iYL1228	3.4.23.19	0
K.pneumoniae	iYL1228	3.4.23.20	0
K.pneumoniae	iYL1228	3.4.23.21	0
K.pneumoniae	iYL1228	3.4.23.22	0
K.pneumoniae	iYL1228	3.4.23.23	0
K.pneumoniae	iYL1228	3.4.23.24	0
K.pneumoniae	iYL1228	3.4.23.25	0
K.pneumoniae	iYL1228	3.4.23.26	0
K.pneumoniae	iYL1228	3.4.23.28	0
K.pneumoniae	iYL1228	3.4.23.29	0
K.pneumoniae	iYL1228	3.4.23.30	0
K.pneumoniae	iYL1228	3.4.23.31	0
K.pneumoniae	iYL1228	3.4.23.32	0
K.pneumoniae	iYL1228	3.4.23.34	0
K.pneumoniae	iYL1228	3.4.23.40	0
K.pneumoniae	iYL1228	3.4.23.41	0
K.pneumoniae	iYL1228	3.4.23.42	0
K.pneumoniae	iYL1228	3.4.23.44	0
K.pneumoniae	iYL1228	3.4.23.47	0
K.pneumoniae	iYL1228	3.4.23.49	0
K.pneumoniae	iYL1228	3.4.24.1	0
K.pneumoniae	iYL1228	3.4.24.6	0
K.pneumoniae	iYL1228	3.4.24.11	0
K.pneumoniae	iYL1228	3.4.24.12	0
K.pneumoniae	iYL1228	3.4.24.15	0
K.pneumoniae	iYL1228	3.4.24.17	0
K.pneumoniae	iYL1228	3.4.24.18	0
K.pneumoniae	iYL1228	3.4.24.20	0
K.pneumoniae	iYL1228	3.4.24.21	0
K.pneumoniae	iYL1228	3.4.24.22	0
K.pneumoniae	iYL1228	3.4.24.23	0
K.pneumoniae	iYL1228	3.4.24.24	0
K.pneumoniae	iYL1228	3.4.24.25	0
K.pneumoniae	iYL1228	3.4.24.27	0
K.pneumoniae	iYL1228	3.4.24.28	0
K.pneumoniae	iYL1228	3.4.24.29	0
K.pneumoniae	iYL1228	3.4.24.30	0
K.pneumoniae	iYL1228	3.4.24.31	0
K.pneumoniae	iYL1228	3.4.24.33	0
K.pneumoniae	iYL1228	3.4.24.34	0
K.pneumoniae	iYL1228	3.4.24.35	0
K.pneumoniae	iYL1228	3.4.24.36	0
K.pneumoniae	iYL1228	3.4.24.37	0
K.pneumoniae	iYL1228	3.4.24.38	0
K.pneumoniae	iYL1228	3.4.24.39	0
K.pneumoniae	iYL1228	3.4.24.40	0
K.pneumoniae	iYL1228	3.4.24.41	0
K.pneumoniae	iYL1228	3.4.24.42	0
K.pneumoniae	iYL1228	3.4.24.43	0
K.pneumoniae	iYL1228	3.4.24.44	0
K.pneumoniae	iYL1228	3.4.24.45	0
K.pneumoniae	iYL1228	3.4.24.46	0
K.pneumoniae	iYL1228	3.4.24.47	0
K.pneumoniae	iYL1228	3.4.24.48	0
K.pneumoniae	iYL1228	3.4.24.49	0
K.pneumoniae	iYL1228	3.4.24.50	0
K.pneumoniae	iYL1228	3.4.24.51	0
K.pneumoniae	iYL1228	3.4.24.52	0
K.pneumoniae	iYL1228	3.4.24.53	0
K.pneumoniae	iYL1228	3.4.24.54	0
K.pneumoniae	iYL1228	3.4.24.55	0
K.pneumoniae	iYL1228	3.4.24.60	0
K.pneumoniae	iYL1228	3.4.24.61	0
K.pneumoniae	iYL1228	3.4.24.62	0
K.pneumoniae	iYL1228	3.4.24.63	0
K.pneumoniae	iYL1228	3.4.24.65	0
K.pneumoniae	iYL1228	3.4.24.66	0
K.pneumoniae	iYL1228	3.4.24.67	0
K.pneumoniae	iYL1228	3.4.24.69	0
K.pneumoniae	iYL1228	3.4.24.72	0
K.pneumoniae	iYL1228	3.4.24.73	0
K.pneumoniae	iYL1228	3.4.24.74	0
K.pneumoniae	iYL1228	3.4.24.76	0
K.pneumoniae	iYL1228	3.4.24.77	0
K.pneumoniae	iYL1228	3.4.24.78	0
K.pneumoniae	iYL1228	3.4.24.81	0
K.pneumoniae	iYL1228	3.4.24.83	0
K.pneumoniae	iYL1228	3.4.24.85	0
K.pneumoniae	iYL1228	3.4.25.1	0
K.pneumoniae	iYL1228	3.5.1.3	0
K.pneumoniae	iYL1228	3.5.1.4	1
K.pneumoniae	iYL1228	3.5.1.6	1
K.pneumoniae	iYL1228	3.5.1.11	1
K.pneumoniae	iYL1228	3.5.1.12	0
K.pneumoniae	iYL1228	3.5.1.20	0
K.pneumoniae	iYL1228	3.5.1.24	0
K.pneumoniae	iYL1228	3.5.1.28	1
K.pneumoniae	iYL1228	3.5.1.29	0
K.pneumoniae	iYL1228	3.5.1.30	0
K.pneumoniae	iYL1228	3.5.1.32	0
K.pneumoniae	iYL1228	3.5.1.35	0
K.pneumoniae	iYL1228	3.5.1.42	1
K.pneumoniae	iYL1228	3.5.1.43	0
K.pneumoniae	iYL1228	3.5.1.44	0
K.pneumoniae	iYL1228	3.5.1.46	0
K.pneumoniae	iYL1228	3.5.1.47	1
K.pneumoniae	iYL1228	3.5.1.52	0
K.pneumoniae	iYL1228	3.5.1.54	1
K.pneumoniae	iYL1228	3.5.1.74	0
K.pneumoniae	iYL1228	3.5.1.81	0
K.pneumoniae	iYL1228	3.5.1.87	0
K.pneumoniae	iYL1228	3.5.1.88	0
K.pneumoniae	iYL1228	3.5.1.90	1
K.pneumoniae	iYL1228	3.5.1.91	0
K.pneumoniae	iYL1228	3.5.1.97	0
K.pneumoniae	iYL1228	3.5.1.98	0
K.pneumoniae	iYL1228	3.5.1.105	0
K.pneumoniae	iYL1228	3.5.1.110	1
K.pneumoniae	iYL1228	3.5.1.111	0
K.pneumoniae	iYL1228	3.5.1.124	0
K.pneumoniae	iYL1228	3.5.2.6	1
K.pneumoniae	iYL1228	3.5.2.9	1
K.pneumoniae	iYL1228	3.5.2.10	0
K.pneumoniae	iYL1228	3.5.2.14	0
K.pneumoniae	iYL1228	3.5.2.17	0
K.pneumoniae	iYL1228	3.5.3.1	1
K.pneumoniae	iYL1228	3.5.3.6	1
K.pneumoniae	iYL1228	3.5.3.7	1
K.pneumoniae	iYL1228	3.5.3.12	1
K.pneumoniae	iYL1228	3.5.4.14	0
K.pneumoniae	iYL1228	3.5.4.21	0
K.pneumoniae	iYL1228	3.5.4.33	0
K.pneumoniae	iYL1228	3.5.4.34	0
K.pneumoniae	iYL1228	3.5.4.37	0
K.pneumoniae	iYL1228	3.5.5.8	0
K.pneumoniae	iYL1228	3.5.99.5	0
K.pneumoniae	iYL1228	3.5.99.10	0
K.pneumoniae	iYL1228	3.6.1.6	1
K.pneumoniae	iYL1228	3.6.1.7	1
K.pneumoniae	iYL1228	3.6.1.17	0
K.pneumoniae	iYL1228	3.6.1.18	0
K.pneumoniae	iYL1228	3.6.1.27	0
K.pneumoniae	iYL1228	3.6.1.39	1
K.pneumoniae	iYL1228	3.6.1.53	0
K.pneumoniae	iYL1228	3.6.1.55	0
K.pneumoniae	iYL1228	3.6.1.63	0
K.pneumoniae	iYL1228	3.6.2.2	1
K.pneumoniae	iYL1228	3.7.1.12	1
K.pneumoniae	iYL1228	3.7.1.17	0
K.pneumoniae	iYL1228	3.7.1.22	0
K.pneumoniae	iYL1228	3.8.1.2	0
K.pneumoniae	iYL1228	3.8.1.3	0
K.pneumoniae	iYL1228	3.8.1.5	0
K.pneumoniae	iYL1228	3.8.1.10	0
K.pneumoniae	iYL1228	3.11.1.1	1
K.pneumoniae	iYL1228	3.11.1.2	0
K.pneumoniae	iYL1228	4.1.1.1	1
K.pneumoniae	iYL1228	4.1.1.21	1
K.pneumoniae	iYL1228	4.1.1.39	0
K.pneumoniae	iYL1228	4.1.1.43	1
K.pneumoniae	iYL1228	4.1.1.45	0
K.pneumoniae	iYL1228	4.1.1.55	0
K.pneumoniae	iYL1228	4.1.1.61	0
K.pneumoniae	iYL1228	4.1.1.68	0
K.pneumoniae	iYL1228	4.1.1.74	1
K.pneumoniae	iYL1228	4.1.1.81	1
K.pneumoniae	iYL1228	4.1.1.83	0
K.pneumoniae	iYL1228	4.1.1.86	0
K.pneumoniae	iYL1228	4.1.1.97	0
K.pneumoniae	iYL1228	4.1.1.112	0
K.pneumoniae	iYL1228	4.1.2.12	0
K.pneumoniae	iYL1228	4.1.2.15	0
K.pneumoniae	iYL1228	4.1.2.16	0
K.pneumoniae	iYL1228	4.1.2.42	0
K.pneumoniae	iYL1228	4.1.2.43	0
K.pneumoniae	iYL1228	4.1.2.49	0
K.pneumoniae	iYL1228	4.1.2.50	1
K.pneumoniae	iYL1228	4.1.2.53	0
K.pneumoniae	iYL1228	4.1.3.2	0
K.pneumoniae	iYL1228	4.1.3.3	1
K.pneumoniae	iYL1228	4.1.3.7	0
K.pneumoniae	iYL1228	4.1.3.12	0
K.pneumoniae	iYL1228	4.1.3.16	0
K.pneumoniae	iYL1228	4.1.3.17	1
K.pneumoniae	iYL1228	4.1.3.18	0
K.pneumoniae	iYL1228	4.1.3.30	1
K.pneumoniae	iYL1228	4.1.3.34	0
K.pneumoniae	iYL1228	4.1.3.42	0
K.pneumoniae	iYL1228	4.1.3.43	1
K.pneumoniae	iYL1228	4.1.99.17	0
K.pneumoniae	iYL1228	4.1.99.19	1
K.pneumoniae	iYL1228	4.2.1.4	0
K.pneumoniae	iYL1228	4.2.1.13	0
K.pneumoniae	iYL1228	4.2.1.66	0
K.pneumoniae	iYL1228	4.2.1.70	0
K.pneumoniae	iYL1228	4.2.1.83	0
K.pneumoniae	iYL1228	4.2.1.90	0
K.pneumoniae	iYL1228	4.2.1.96	0
K.pneumoniae	iYL1228	4.2.1.99	1
K.pneumoniae	iYL1228	4.2.1.104	1
K.pneumoniae	iYL1228	4.2.1.106	0
K.pneumoniae	iYL1228	4.2.1.116	1
K.pneumoniae	iYL1228	4.2.1.118	1
K.pneumoniae	iYL1228	4.2.1.119	0
K.pneumoniae	iYL1228	4.2.1.126	1
K.pneumoniae	iYL1228	4.2.1.130	1
K.pneumoniae	iYL1228	4.2.1.131	0
K.pneumoniae	iYL1228	4.2.1.136	0
