organism	gem	ec	expressible_in_reference_vocab
Salmonella	STM_v1_0	3.4.21.65	0
Salmonella	STM_v1_0	3.4.21.66	0
Salmonella	STM_v1_0	3.4.21.67	0
Salmonella	STM_v1_0	3.4.21.70	0
Salmonella	STM_v1_0	3.4.21.71	0
Salmonella	STM_v1_0	3.4.21.76	0
Salmonella	STM_v1_0	3.4.21.78	0
Salmonella	STM_v1_0	3.4.21.79	0
Salmonella	STM_v1_0	3.4.21.80	0
Salmonella	STM_v1_0	3.4.21.81	0
Salmonella	STM_v1_0	3.4.21.82	0
Salmonella	STM_v1_0	3.4.21.90	0
Salmonella	STM_v1_0	3.4.21.91	0
Salmonella	STM_v1_0	3.4.21.92	0
Salmonella	STM_v1_0	3.4.21.93	0
Salmonella	STM_v1_0	3.4.21.94	0
Salmonella	STM_v1_0	3.4.21.96	0
Salmonella	STM_v1_0	3.4.21.97	0
Salmonella	STM_v1_0	3.4.21.99	0
Salmonella	STM_v1_0	3.4.21.100	0
Salmonella	STM_v1_0	3.4.21.102	0
Salmonella	STM_v1_0	3.4.21.103	0
Salmonella	STM_v1_0	3.4.21.106	0
Salmonella	STM_v1_0	3.4.21.107	0
Salmonella	STM_v1_0	3.4.21.108	0
Salmonella	STM_v1_0	3.4.21.109	0
Salmonella	STM_v1_0	3.4.21.112	0
Salmonella	STM_v1_0	3.4.21.117	0
Salmonella	STM_v1_0	3.4.21.118	0
Salmonella	STM_v1_0	3.4.22.1	0
Salmonella	STM_v1_0	3.4.22.2	0
Salmonella	STM_v1_0	3.4.22.3	0
Salmonella	STM_v1_0	3.4.22.6	0
Salmonella	STM_v1_0	3.4.22.7	0
Salmonella	STM_v1_0	3.4.22.8	0
Salmonella	STM_v1_0	3.4.22.10	0
Salmonella	STM_v1_0	3.4.22.15	0
Salmonella	STM_v1_0	3.4.22.16	0
Salmonella	STM_v1_0	3.4.22.27	0
Salmonella	STM_v1_0	3.4.22.30	0
Salmonella	STM_v1_0	3.4.22.31	0
Salmonella	STM_v1_0	3.4.22.32	0
Salmonella	STM_v1_0	3.4.22.33	0
Salmonella	STM_v1_0	3.4.22.34	0
Salmonella	STM_v1_0	3.4.22.35	0
Salmonella	STM_v1_0	3.4.22.37	0
Salmonella	STM_v1_0	3.4.22.38	0
Salmonella	STM_v1_0	3.4.22.39	0
Salmonella	STM_v1_0	3.4.22.41	0
Salmonella	STM_v1_0	3.4.22.42	0
Salmonella	STM_v1_0	3.4.22.43	0
Salmonella	STM_v1_0	3.4.22.44	0
Salmonella	STM_v1_0	3.4.22.46	0
Salmonella	STM_v1_0	3.4.22.48	0
Salmonella	STM_v1_0	3.4.22.50	0
Salmonella	STM_v1_0	3.4.22.51	0
Salmonella	STM_v1_0	3.4.22.67	0
Salmonella	STM_v1_0	3.4.23.1	0
Salmonella	STM_v1_0	3.4.23.2	0
Salmonella	STM_v1_0	3.4.23.3	0
Salmonella	STM_v1_0	3.4.23.5	0
Salmonella	STM_v1_0	3.4.23.12	0
Salmonella	STM_v1_0	3.4.23.16	0
Salmonella	STM_v1_0	3.4.23.18	0
Salmonella	STM_v1_0	3.4.23.19	0
Salmonella	STM_v1_0	3.4.23.20	0
Salmonella	STM_v1_0	3.4.23.21	0
Salmonella	STM_v1_0	3.4.23.22	0
Salmonella	STM_v1_0	3.4.23.23	0
Salmonella	STM_v1_0	3.4.23.24	0
Salmonella	STM_v1_0	3.4.23.25	0
Salmonella	STM_v1_0	3.4.23.26	0
Salmonella	STM_v1_0	3.4.23.28	0
Salmonella	STM_v1_0	3.4.23.29	0
Salmonella	STM_v1_0	3.4.23.30	0
Salmonella	STM_v1_0	3.4.23.31	0
Salmonella	STM_v1_0	3.4.23.32	0
Salmonella	STM_v1_0	3.4.23.34	0
Salmonella	STM_v1_0	3.4.23.40	0
Salmonella	STM_v1_0	3.4.23.41	0
Salmonella	STM_v1_0	3.4.23.42	0
Salmonella	STM_v1_0	3.4.23.44	0
Salmonella	STM_v1_0	3.4.23.47	0
Salmonella	STM_v1_0	3.4.23.49	0
Salmonella	STM_v1_0	3.4.24.1	0
Salmonella	STM_v1_0	3.4.24.6	0
Salmonella	STM_v1_0	3.4.24.11	0
Salmonella	STM_v1_0	3.4.24.12	0
Salmonella	STM_v1_0	3.4.24.15	0
Salmonella	STM_v1_0	3.4.24.17	0
Salmonella	STM_v1_0	3.4.24.18	0
Salmonella	STM_v1_0	3.4.24.20	0
Salmonella	STM_v1_0	3.4.24.21	0
Salmonella	STM_v1_0	3.4.24.22	0
Salmonella	STM_v1_0	3.4.24.23	0
Salmonella	STM_v1_0	3.4.24.24	0
Salmonella	STM_v1_0	3.4.24.25	0
Salmonella	STM_v1_0	3.4.24.27	0
Salmonella	STM_v1_0	3.4.24.28	0
Salmonella	STM_v1_0	3.4.24.29	0
Salmonella	STM_v1_0	3.4.24.30	0
Salmonella	STM_v1_0	3.4.24.31	0
Salmonella	STM_v1_0	3.4.24.33	0
Salmonella	STM_v1_0	3.4.24.34	0
Salmonella	STM_v1_0	3.4.24.35	0
Salmonella	STM_v1_0	3.4.24.36	0
Salmonella	STM_v1_0	3.4.24.37	0
Salmonella	STM_v1_0	3.4.24.38	0
Salmonella	STM_v1_0	3.4.24.39	0
Salmonella	STM_v1_0	3.4.24.40	0
Salmonella	STM_v1_0	3.4.24.41	0
Salmonella	STM_v1_0	3.4.24.42	0
Salmonella	STM_v1_0	3.4.24.43	0
Salmonella	STM_v1_0	3.4.24.44	0
Salmonella	STM_v1_0	3.4.24.45	0
Salmonella	STM_v1_0	3.4.24.46	0
Salmonella	STM_v1_0	3.4.24.47	0
Salmonella	STM_v1_0	3.4.24.48	0
Salmonella	STM_v1_0	3.4.24.49	0
Salmonella	STM_v1_0	3.4.24.50	0
Salmonella	STM_v1_0	3.4.24.51	0
Salmonella	STM_v1_0	3.4.24.52	0
Salmonella	STM_v1_0	3.4.24.53	0
Salmonella	STM_v1_0	3.4.24.54	0
Salmonella	STM_v1_0	3.4.24.55	0
Salmonella	STM_v1_0	3.4.24.60	0
Salmonella	STM_v1_0	3.4.24.61	0
Salmonella	STM_v1_0	3.4.24.62	0
Salmonella	STM_v1_0	3.4.24.63	0
Salmonella	STM_v1_0	3.4.24.65	0
Salmonella	STM_v1_0	3.4.24.66	0
Salmonella	STM_v1_0	3.4.24.67	0
Salmonella	STM_v1_0	3.4.24.69	0
Salmonella	STM_v1_0	3.4.24.72	0
Salmonella	STM_v1_0	3.4.24.73	0
Salmonella	STM_v1_0	3.4.24.74	0
Salmonella	STM_v1_0	3.4.24.76	0
Salmonella	STM_v1_0	3.4.24.77	0
Salmonella	STM_v1_0	3.4.24.78	0
Salmonella	STM_v1_0	3.4.24.81	0
Salmonella	STM_v1_0	3.4.24.83	0
Salmonella	STM_v1_0	3.4.24.85	0
Salmonella	STM_v1_0	3.4.25.1	0
Salmonella	STM_v1_0	3.5.1.3	0
Salmonella	STM_v1_0	3.5.1.4	1
Salmonella	STM_v1_0	3.5.1.5	1
Salmonella	STM_v1_0	3.5.1.6	1
Salmonella	STM_v1_0	3.5.1.12	0
Salmonella	STM_v1_0	3.5.1.20	0
Salmonella	STM_v1_0	3.5.1.24	0
Salmonella	STM_v1_0	3.5.1.28	1
Salmonella	STM_v1_0	3.5.1.29	0
Salmonella	STM_v1_0	3.5.1.30	0
Salmonella	STM_v1_0	3.5.1.35	0
Salmonella	STM_v1_0	3.5.1.43	0
Salmonella	STM_v1_0	3.5.1.44	0
Salmonella	STM_v1_0	3.5.1.52	0
Salmonella	STM_v1_0	3.5.1.54	1
Salmonella	STM_v1_0	3.5.1.74	0
Salmonella	STM_v1_0	3.5.1.88	0
Salmonella	STM_v1_0	3.5.1.90	1
Salmonella	STM_v1_0	3.5.1.91	0
Salmonella	STM_v1_0	3.5.1.97	0
Salmonella	STM_v1_0	3.5.1.105	0
Salmonella	STM_v1_0	3.5.1.110	1
Salmonella	STM_v1_0	3.5.1.111	0
Salmonella	STM_v1_0	3.5.1.124	0
Salmonella	STM_v1_0	3.5.2.6	1
Salmonella	STM_v1_0	3.5.2.7	1
Salmonella	STM_v1_0	3.5.2.9	1
Salmonella	STM_v1_0	3.5.2.14	0
Salmonella	STM_v1_0	3.5.2.17	0
Salmonella	STM_v1_0	3.5.3.8	1
Salmonella	STM_v1_0	3.5.3.26	0
Salmonella	STM_v1_0	3.5.4.2	1
Salmonella	STM_v1_0	3.5.4.14	0
Salmonella	STM_v1_0	3.5.4.21	0
Salmonella	STM_v1_0	3.5.4.33	0
Salmonella	STM_v1_0	3.5.4.34	0
Salmonella	STM_v1_0	3.5.4.37	0
Salmonella	STM_v1_0	3.5.99.2	1
Salmonella	STM_v1_0	3.5.99.10	0
Salmonella	STM_v1_0	3.6.1.6	1
Salmonella	STM_v1_0	3.6.1.7	1
Salmonella	STM_v1_0	3.6.1.17	0
Salmonella	STM_v1_0	3.6.1.18	0
Salmonella	STM_v1_0	3.6.1.27	0
Salmonella	STM_v1_0	3.6.1.39	1
Salmonella	STM_v1_0	3.6.1.53	0
Salmonella	STM_v1_0	3.6.1.55	0
Salmonella	STM_v1_0	3.6.2.2	1
Salmonella	STM_v1_0	3.7.1.5	0
Salmonella	STM_v1_0	3.7.1.17	0
Salmonella	STM_v1_0	3.7.1.20	0
Salmonella	STM_v1_0	3.7.1.22	0
Salmonella	STM_v1_0	3.8.1.2	0
Salmonella	STM_v1_0	3.8.1.3	0
Salmonella	STM_v1_0	3.8.1.10	0
Salmonella	STM_v1_0	3.11.1.2	0
Salmonella	STM_v1_0	4.1.1.1	1
Salmonella	STM_v1_0	4.1.1.5	1
Salmonella	STM_v1_0	4.1.1.9	1
Salmonella	STM_v1_0	4.1.1.21	1
Salmonella	STM_v1_0	4.1.1.29	1
Salmonella	STM_v1_0	4.1.1.39	0
Salmonella	STM_v1_0	4.1.1.41	1
Salmonella	STM_v1_0	4.1.1.43	1
Salmonella	STM_v1_0	4.1.1.55	0
Salmonella	STM_v1_0	4.1.1.61	0
Salmonella	STM_v1_0	4.1.1.68	0
Salmonella	STM_v1_0	4.1.1.74	1
Salmonella	STM_v1_0	4.1.1.83	0
Salmonella	STM_v1_0	4.1.1.94	0
Salmonella	STM_v1_0	4.1.1.112	0
Salmonella	STM_v1_0	4.1.2.12	0
Salmonella	STM_v1_0	4.1.2.15	0
Salmonella	STM_v1_0	4.1.2.16	0
Salmonella	STM_v1_0	4.1.2.43	0
Salmonella	STM_v1_0	4.1.2.49	0
Salmonella	STM_v1_0	4.1.2.50	1
Salmonella	STM_v1_0	4.1.2.53	0
Salmonella	STM_v1_0	4.1.2.57	0
Salmonella	STM_v1_0	4.1.3.2	0
Salmonella	STM_v1_0	4.1.3.7	0
Salmonella	STM_v1_0	4.1.3.12	0
Salmonella	STM_v1_0	4.1.3.16	0
Salmonella	STM_v1_0	4.1.3.17	1
Salmonella	STM_v1_0	4.1.3.18	0
Salmonella	STM_v1_0	4.1.3.31	0
Salmonella	STM_v1_0	4.1.3.34	0
Salmonella	STM_v1_0	4.1.3.42	0
Salmonella	STM_v1_0	4.1.99.17	0
Salmonella	STM_v1_0	4.1.99.19	1
Salmonella	STM_v1_0	4.2.1.4	0
Salmonella	STM_v1_0	4.2.1.7	1
Salmonella	STM_v1_0	4.2.1.13	0
Salmonella	STM_v1_0	4.2.1.30	1
Salmonella	STM_v1_0	4.2.1.66	0
Salmonella	STM_v1_0	4.2.1.70	0
Salmonella	STM_v1_0	4.2.1.80	1
Salmonella	STM_v1_0	4.2.1.90	0
Salmonella	STM_v1_0	4.2.1.96	0
Salmonella	STM_v1_0	4.2.1.104	1
Salmonella	STM_v1_0	4.2.1.116	1
Salmonella	STM_v1_0	4.2.1.119	0
Salmonella	STM_v1_0	4.2.1.131	0
Salmonella	STM_v1_0	4.2.1.136	0
Salmonella	STM_v1_0	4.2.1.148	0
Salmonella	STM_v1_0	4.2.1.151	0
Salmonella	STM_v1_0	4.2.3.13	0
Salmonella	STM_v1_0	4.2.99.2	0
Salmonella	STM_v1_0	4.2.99.9	1
Salmonella	STM_v1_0	4.2.99.10	0
Salmonella	STM_v1_0	4.2.99.20	1
Salmonella	STM_v1_0	4.3.1.12	1
Salmonella	STM_v1_0	4.3.2.3	0
Salmonella	STM_v1_0	4.3.2.10	0
Salmonella	STM_v1_0	4.3.3.7	0
Salmonella	STM_v1_0	4.3.99.3	1
Salmonella	STM_v1_0	4.4.1.13	0
Salmonella	STM_v1_0	4.4.1.15	1
Salmonella	STM_v1_0	4.4.1.16	0
Salmonella	STM_v1_0	4.6.1.2	1
Salmonella	STM_v1_0	4.6.1.13	0
Salmonella	STM_v1_0	4.99.1.9	0
Salmonella	STM_v1_0	5.1.1.13	0
Salmonella	STM_v1_0	5.1.2.2	0
Salmonella	STM_v1_0	5.1.2.3	0
Salmonella	STM_v1_0	5.1.3.7	1
Salmonella	STM_v1_0	5.1.3.8	0
Salmonella	STM_v1_0	5.1.3.15	1
Salmonella	STM_v1_0	5.1.3.24	0
Salmonella	STM_v1_0	5.1.3.29	0
Salmonella	STM_v1_0	5.1.3.32	0
Salmonella	STM_v1_0	5.1.99.6	0
Salmonella	STM_v1_0	5.2.1.2	1
Salmonella	STM_v1_0	5.2.1.4	0
Salmonella	STM_v1_0	5.2.1.8	0
Salmonella	STM_v1_0	5.3.1.17	0
Salmonella	STM_v1_0	5.3.1.25	0
Salmonella	STM_v1_0	5.3.1.27	0
Salmonella	STM_v1_0	5.3.1.30	0
Salmonella	STM_v1_0	5.3.1.31	0
Salmonella	STM_v1_0	5.3.1.32	0
Salmonella	STM_v1_0	5.3.3.14	0
Salmonella	STM_v1_0	5.3.4.1	0
Salmonella	STM_v1_0	5.3.99.3	0
Salmonella	STM_v1_0	5.3.99.11	0
Salmonella	STM_v1_0	5.4.1.2	0
Salmonella	STM_v1_0	5.4.3.2	1
Salmonella	STM_v1_0	5.4.99.3	0
Salmonella	STM_v1_0	5.4.99.6	0
Salmonella	STM_v1_0	5.4.99.12	0
Salmonella	STM_v1_0	5.4.99.28	0
Salmonella	STM_v1_0	5.4.99.62	0
Salmonella	STM_v1_0	5.5.1.4	1
Salmonella	STM_v1_0	6.1.1.13	0
Salmonella	STM_v1_0	6.2.1.2	0
Salmonella	STM_v1_0	6.2.1.3	1
Salmonella	STM_v1_0	6.2.1.11	1
Salmonella	STM_v1_0	6.2.1.17	1
Salmonella	STM_v1_0	6.2.1.22	0
Salmonella	STM_v1_0	6.2.1.41	0
Salmonella	STM_v1_0	6.2.1.42	0
Salmonella	STM_v1_0	6.2.1.47	0
Salmonella	STM_v1_0	6.2.1.48	0
Salmonella	STM_v1_0	6.3.1.10	1
Salmonella	STM_v1_0	6.3.1.20	1
Salmonella	STM_v1_0	6.3.2.14	0
Salmonella	STM_v1_0	6.3.2.15	0
Salmonella	STM_v1_0	6.3.2.39	0
Salmonella	STM_v1_0	6.3.2.45	0
Salmonella	STM_v1_0	6.3.2.51	0
Salmonella	STM_v1_0	6.3.3.2	1
Salmonella	STM_v1_0	6.3.4.1	0
Salmonella	STM_v1_0	6.3.4.6	1
Salmonella	STM_v1_0	6.3.4.9	1
Salmonella	STM_v1_0	6.3.4.10	1
Salmonella	STM_v1_0	6.3.4.11	1
Salmonella	STM_v1_0	6.3.4.14	0
Salmonella	STM_v1_0	6.3.4.15	1
Salmonella	STM_v1_0	6.3.4.16	0
Salmonella	STM_v1_0	6.3.4.20	1
Salmonella	STM_v1_0	6.3.5.6	0
Salmonella	STM_v1_0	6.3.5.11	0
Salmonella	STM_v1_0	6.4.1.1	1
Salmonella	STM_v1_0	6.5.1.1	0
Salmonella	STM_v1_0	6.5.1.2	0
Salmonella	STM_v1_0	6.5.1.4	0
Salmonella	STM_v1_0	6.5.1.6	0
Salmonella	STM_v1_0	6.5.1.8	0
Salmonella	STM_v1_0	6.6.1.1	0
Salmonella	STM_v1_0	7.1.1.1	0
Salmonella	STM_v1_0	7.1.1.2	0
Salmonella	STM_v1_0	7.1.2.2	0
Salmonella	STM_v1_0	7.1.3.1	0
Salmonella	STM_v1_0	7.2.1.1	0
Salmonella	STM_v1_0	7.2.2.1	0
Salmonella	STM_v1_0	7.2.2.3	0
Salmonella	STM_v1_0	7.2.2.4	0
Salmonella	STM_v1_0	7.2.4.2	0
Salmonella	STM_v1_0	7.2.4.3	0
Salmonella	STM_v1_0	7.3.2.1	0
Salmonella	STM_v1_0	7.3.2.2	0
Salmonella	STM_v1_0	7.4.2.1	0
Salmonella	STM_v1_0	7.5.2.1	0
Salmonella	STM_v1_0	7.6.2.2	0
K.pneumoniae	iYL1228	1.1.1.5	0
K.pneumoniae	iYL1228	1.1.1.8	1
K.pneumoniae	iYL1228	1.1.1.14	1
K.pneumoniae	iYL1228	1.1.1.15	1
K.pneumoniae	iYL1228	1.1.1.24	1
K.pneumoniae	iYL1228	1.1.1.27	1
K.pneumoniae	iYL1228	1.1.1.30	1
K.pneumoniae	iYL1228	1.1.1.31	0
K.pneumoniae	iYL1228	1.1.1.34	1
K.pneumoniae	iYL1228	1.1.1.36	1
K.pneumoniae	iYL1228	1.1.1.47	0
K.pneumoniae	iYL1228	1.1.1.55	0
K.pneumoniae	iYL1228	1.1.1.61	1
K.pneumoniae	iYL1228	1.1.1.65	0
K.pneumoniae	iYL1228	1.1.1.67	0
K.pneumoniae	iYL1228	1.1.1.69	1
K.pneumoniae	iYL1228	1.1.1.90	1
K.pneumoniae	iYL1228	1.1.1.91	0
K.pneumoniae	iYL1228	1.1.1.105	0
K.pneumoniae	iYL1228	1.1.1.118	1
K.pneumoniae	iYL1228	1.1.1.119	0
K.pneumoniae	iYL1228	1.1.1.122	0
K.pneumoniae	iYL1228	1.1.1.124	0
K.pneumoniae	iYL1228	1.1.1.125	0
K.pneumoniae	iYL1228	1.1.1.127	0
K.pneumoniae	iYL1228	1.1.1.138	0
K.pneumoniae	iYL1228	1.1.1.157	1
K.pneumoniae	iYL1228	1.1.1.158	0
K.pneumoniae	iYL1228	1.1.1.164	0
K.pneumoniae	iYL1228	1.1.1.178	1
K.pneumoniae	iYL1228	1.1.1.191	0
K.pneumoniae	iYL1228	1.1.1.192	0
K.pneumoniae	iYL1228	1.1.1.204	0
K.pneumoniae	iYL1228	1.1.1.219	0
K.pneumoniae	iYL1228	1.1.1.244	1
K.pneumoniae	iYL1228	1.1.1.245	0
K.pneumoniae	iYL1228	1.1.1.262	0
K.pneumoniae	iYL1228	1.1.1.265	0
K.pneumoniae	iYL1228	1.1.1.274	0
K.pneumoniae	iYL1228	1.1.1.291	0
K.pneumoniae	iYL1228	1.1.1.292	0
K.pneumoniae	iYL1228	1.1.1.298	1
K.pneumoniae	iYL1228	1.1.1.304	0
K.pneumoniae	iYL1228	1.1.1.307	0
K.pneumoniae	iYL1228	1.1.1.311	0
K.pneumoniae	iYL1228	1.1.1.313	0
K.pneumoniae	iYL1228	1.1.1.316	0
K.pneumoniae	iYL1228	1.1.1.327	0
K.pneumoniae	iYL1228	1.1.1.343	0
K.pneumoniae	iYL1228	1.1.1.346	0
K.pneumoniae	iYL1228	1.1.1.361	0
K.pneumoniae	iYL1228	1.1.1.369	0
K.pneumoniae	iYL1228	1.1.1.371	0
K.pneumoniae	iYL1228	1.1.1.372	1
K.pneumoniae	iYL1228	1.1.1.385	0
K.pneumoniae	iYL1228	1.1.1.399	1
K.pneumoniae	iYL1228	1.1.3.12	1
K.pneumoniae	iYL1228	1.1.3.15	1
K.pneumoniae	iYL1228	1.1.5.2	0
K.pneumoniae	iYL1228	1.1.5.3	1
K.pneumoniae	iYL1228	1.1.5.4	1
K.pneumoniae	iYL1228	1.1.5.8	1
K.pneumoniae	iYL1228	1.1.5.12	0
K.pneumoniae	iYL1228	1.1.9.1	0
K.pneumoniae	iYL1228	1.1.99.1	1
K.pneumoniae	iYL1228	1.1.99.2	0
K.pneumoniae	iYL1228	1.1.99.3	0
K.pneumoniae	iYL1228	1.1.99.11	0
K.pneumoniae	iYL1228	1.1.99.14	0
K.pneumoniae	iYL1228	1.1.99.16	0
K.pneumoniae	iYL1228	1.1.99.25	1
K.pneumoniae	iYL1228	1.1.99.28	0
K.pneumoniae	iYL1228	1.2.1.2	1
K.pneumoniae	iYL1228	1.2.1.7	1
K.pneumoniae	iYL1228	1.2.1.23	0
K.pneumoniae	iYL1228	1.2.1.26	0
K.pneumoniae	iYL1228	1.2.1.28	1
K.pneumoniae	iYL1228	1.2.1.29	1
K.pneumoniae	iYL1228	1.2.1.47	0
K.pneumoniae	iYL1228	1.2.1.53	1
K.pneumoniae	iYL1228	1.2.1.57	0
K.pneumoniae	iYL1228	1.2.1.64	1
K.pneumoniae	iYL1228	1.2.1.68	1
K.pneumoniae	iYL1228	1.2.1.76	1
K.pneumoniae	iYL1228	1.2.1.77	0
K.pneumoniae	iYL1228	1.2.1.94	0
K.pneumoniae	iYL1228	1.2.2.2	0
K.pneumoniae	iYL1228	1.2.4.4	1
K.pneumoniae	iYL1228	1.2.5.1	0
K.pneumoniae	iYL1228	1.2.5.2	0
K.pneumoniae	iYL1228	1.2.7.1	1
K.pneumoniae	iYL1228	1.2.7.2	0
K.pneumoniae	iYL1228	1.2.7.4	0
K.pneumoniae	iYL1228	1.2.7.8	0
K.pneumoniae	iYL1228	1.2.98.1	0
K.pneumoniae	iYL1228	1.2.99.2	0
K.pneumoniae	iYL1228	1.2.99.4	0
K.pneumoniae	iYL1228	1.3.1.1	1
K.pneumoniae	iYL1228	1.3.1.34	0
K.pneumoniae	iYL1228	1.3.1.74	0
K.pneumoniae	iYL1228	1.3.1.84	1
K.pneumoniae	iYL1228	1.3.1.96	0
K.pneumoniae	iYL1228	1.3.1.103	0
K.pneumoniae	iYL1228	1.3.1.106	0
K.pneumoniae	iYL1228	1.3.1.108	0
K.pneumoniae	iYL1228	1.3.3.1	0
K.pneumoniae	iYL1228	1.3.3.5	0
K.pneumoniae	iYL1228	1.3.5.1	1
K.pneumoniae	iYL1228	1.3.5.2	0
K.pneumoniae	iYL1228	1.3.5.3	0
K.pneumoniae	iYL1228	1.3.7.8	0
K.pneumoniae	iYL1228	1.3.8.4	1
K.pneumoniae	iYL1228	1.3.99.2	1
K.pneumoniae	iYL1228	1.3.99.10	1
K.pneumoniae	iYL1228	1.3.99.13	0
K.pneumoniae	iYL1228	1.4.1.1	1
K.pneumoniae	iYL1228	1.4.1.5	0
K.pneumoniae	iYL1228	1.4.1.7	0
K.pneumoniae	iYL1228	1.4.1.8	0
K.pneumoniae	iYL1228	1.4.1.9	1
K.pneumoniae	iYL1228	1.4.1.10	0
K.pneumoniae	iYL1228	1.4.1.12	0
K.pneumoniae	iYL1228	1.4.1.15	0
K.pneumoniae	iYL1228	1.4.1.19	0
K.pneumoniae	iYL1228	1.4.1.20	1
K.pneumoniae	iYL1228	1.4.3.1	0
K.pneumoniae	iYL1228	1.4.3.2	1
K.pneumoniae	iYL1228	1.4.3.3	1
K.pneumoniae	iYL1228	1.4.3.7	0
K.pneumoniae	iYL1228	1.4.3.11	0
K.pneumoniae	iYL1228	1.4.3.19	1
K.pneumoniae	iYL1228	1.4.3.25	0
K.pneumoniae	iYL1228	1.5.1.1	1
K.pneumoniae	iYL1228	1.5.1.21	1
K.pneumoniae	iYL1228	1.5.1.29	0
K.pneumoniae	iYL1228	1.5.1.34	1
K.pneumoniae	iYL1228	1.5.5.1	0
K.pneumoniae	iYL1228	1.5.5.2	0
K.pneumoniae	iYL1228	1.6.4.2	0
K.pneumoniae	iYL1228	1.6.5.2	0
K.pneumoniae	iYL1228	1.6.5.8	0
K.pneumoniae	iYL1228	1.6.5.9	0
K.pneumoniae	iYL1228	1.6.5.10	0
K.pneumoniae	iYL1228	1.6.5.12	0
K.pneumoniae	iYL1228	1.6.6.1	0
K.pneumoniae	iYL1228	1.6.6.8	0
K.pneumoniae	iYL1228	1.6.6.9	0
K.pneumoniae	iYL1228	1.6.99.3	0
K.pneumoniae	iYL1228	1.6.99.6	0
K.pneumoniae	iYL1228	1.6.99.7	0
K.pneumoniae	iYL1228	1.7.1.1	1
K.pneumoniae	iYL1228	1.7.1.2	1
K.pneumoniae	iYL1228	1.7.1.6	0
K.pneumoniae	iYL1228	1.7.1.10	1
K.pneumoniae	iYL1228	1.7.1.13	1
K.pneumoniae	iYL1228	1.7.2.1	0
K.pneumoniae	iYL1228	1.7.2.2	0
K.pneumoniae	iYL1228	1.7.2.3	0
K.pneumoniae	iYL1228	1.7.2.5	0
K.pneumoniae	iYL1228	1.7.99.1	1
K.pneumoniae	iYL1228	1.7.99.5	0
K.pneumoniae	iYL1228	1.8.1.8	0
K.pneumoniae	iYL1228	1.8.1.10	0
K.pneumoniae	iYL1228	1.8.2.1	0
K.pneumoniae	iYL1228	1.8.2.2	1
K.pneumoniae	iYL1228	1.8.3.2	0
K.pneumoniae	iYL1228	1.8.3.4	0
K.pneumoniae	iYL1228	1.8.4.11	0
K.pneumoniae	iYL1228	1.8.4.12	0
K.pneumoniae	iYL1228	1.8.5.3	0
K.pneumoniae	iYL1228	1.8.98.1	0
K.pneumoniae	iYL1228	1.9.3.1	1
K.pneumoniae	iYL1228	1.9.6.1	0
K.pneumoniae	iYL1228	1.11.1.5	0
K.pneumoniae	iYL1228	1.11.1.7	1
K.pneumoniae	iYL1228	1.11.1.9	1
K.pneumoniae	iYL1228	1.11.1.10	0
K.pneumoniae	iYL1228	1.11.1.13	0
K.pneumoniae	iYL1228	1.11.1.18	0
K.pneumoniae	iYL1228	1.11.2.1	0
K.pneumoniae	iYL1228	1.12.7.2	0
K.pneumoniae	iYL1228	1.12.98.3	0
K.pneumoniae	iYL1228	1.13.11.3	1
K.pneumoniae	iYL1228	1.13.11.5	1
K.pneumoniae	iYL1228	1.13.11.8	0
K.pneumoniae	iYL1228	1.13.11.11	0
K.pneumoniae	iYL1228	1.13.11.20	0
K.pneumoniae	iYL1228	1.13.11.24	1
K.pneumoniae	iYL1228	1.13.11.27	1
K.pneumoniae	iYL1228	1.13.11.29	0
K.pneumoniae	iYL1228	1.13.11.39	1
K.pneumoniae	iYL1228	1.13.11.52	0
K.pneumoniae	iYL1228	1.13.11.63	0
K.pneumoniae	iYL1228	1.13.12.9	0
K.pneumoniae	iYL1228	1.13.12.19	0
K.pneumoniae	iYL1228	1.14.11.33	0
K.pneumoniae	iYL1228	1.14.11.34	0
K.pneumoniae	iYL1228	1.14.12.7	0
K.pneumoniae	iYL1228	1.14.12.13	0
K.pneumoniae	iYL1228	1.14.12.19	1
K.pneumoniae	iYL1228	1.14.13.1	0
K.pneumoniae	iYL1228	1.14.13.2	1
K.pneumoniae	iYL1228	1.14.13.3	1
K.pneumoniae	iYL1228	1.14.13.7	0
K.pneumoniae	iYL1228	1.14.13.20	0
K.pneumoniae	iYL1228	1.14.13.25	0
K.pneumoniae	iYL1228	1.14.13.33	1
K.pneumoniae	iYL1228	1.14.13.39	0
K.pneumoniae	iYL1228	1.14.13.50	0
K.pneumoniae	iYL1228	1.14.13.81	0
K.pneumoniae	iYL1228	1.14.13.82	1
K.pneumoniae	iYL1228	1.14.13.83	0
K.pneumoniae	iYL1228	1.14.13.107	0
K.pneumoniae	iYL1228	1.14.13.113	0
K.pneumoniae	iYL1228	1.14.13.114	1
K.pneumoniae	iYL1228	1.14.13.131	0
K.pneumoniae	iYL1228	1.14.13.135	0
K.pneumoniae	iYL1228	1.14.13.149	0
K.pneumoniae	iYL1228	1.14.13.165	0
K.pneumoniae	iYL1228	1.14.13.178	0
K.pneumoniae	iYL1228	1.14.13.219	0
K.pneumoniae	iYL1228	1.14.13.239	0
K.pneumoniae	iYL1228	1.14.14.12	0
K.pneumoniae	iYL1228	1.14.14.18	0
K.pneumoniae	iYL1228	1.14.14.51	0
K.pneumoniae	iYL1228	1.14.18.3	0
